//airport.gat,125,14,0,warp,ein041,1,1,airport.gat,19,20
//airport,161,13,0	warp	ein_ap04	1,1,airport,47,21

//Alberta City
moc_fild03,70,341,0	warp	mocf04-1	5,2,moc_fild02,332,23
moc_fild04,14,122,0	warp	mocf07-1	1,11,moc_fild05,378,119
moc_fild04,14,146,0	warp	mocf07-2	1,11,moc_fild05,378,119
moc_fild04,14,98,0	warp	mocf07	1,11,moc_fild05,378,119
moc_fild04,175,18,0	warp	mocf08	3,2,moc_fild08,170,380
moc_fild04,19,206,0	warp	mocf09	3,15,moc_fild05,373,208
moc_fild04,292,381,0	warp	mocf01-2	10,1,moc_fild01,76,25
moc_fild04,314,381,0	warp	mocf01-3	10,1,moc_fild01,76,25
moc_fild04,336,381,0	warp	mocf01-4	10,1,moc_fild01,76,25
moc_fild04,92,381,0	warp	mocf008	9,2,prt_fild09,246,19
moc_fild05,144,375,0	warp	mocf009	11,2,prt_fild10,263,23
moc_fild05,18,136,0	warp	mocf10	1,8,moc_fild06,367,317
moc_fild05,18,154,0	warp	mocf10-1	1,8,moc_fild06,367,317
moc_fild05,18,172,0	warp	mocf10-2	1,8,moc_fild06,367,317
moc_fild05,268,18,0	warp	mocf11	4,2,moc_fild09,267,368
moc_fild05,325,382,0	warp	mocf010	6,2,prt_fild09,95,19
moc_fild05,378,208,0	warp	mocf09-1	3,14,moc_fild04,26,206
moc_fild05,384,108,0	warp	mocf07-3	1,8,moc_fild04,22,123
moc_fild05,384,126,0	warp	mocf07-4	1,8,moc_fild04,22,123
moc_fild05,384,144,0	warp	mocf07-5	1,8,moc_fild04,22,123
moc_fild05,82,16,0	warp	mocf12	5,2,moc_fild09,80,366
moc_fild06,18,198,0	warp	mocf13	1,18,moc_fild07,378,201
moc_fild06,207,18,0	warp	mocf14	11,2,moc_fild10,208,295
moc_fild06,377,316,0	warp	mocf10-3	1,15,moc_fild05,24,153
moc_fild07,198,21,0	warp	mocf001	2,2,morocc,160,294
moc_fild07,381,201,0	warp	mocf13-1	2,16,moc_fild06,28,201
moc_fild08,16,207,0	warp	mocf15	2,4,moc_fild09,371,195
moc_fild08,170,383,0	warp	mocf08-1	3,2,moc_fild04,175,21
moc_fild08,204,16,0	warp	mocf16	4,2,moc_fild14,196,379
moc_fild08,383,211,0	warp	mocf17	2,4,moc_fild13,32,171
moc_fild09,126,20,0	warp	mocf18	4,2,moc_fild15,158,360
moc_fild09,267,371,0	warp	mocf11-1	4,2,moc_fild05,268,21
moc_fild09,30,162,0	warp	mocf19	2,3,moc_fild10,381,258
moc_fild09,374,195,0	warp	mocf15-1	2,8,moc_fild08,19,207
moc_fild09,80,369,0	warp	mocf12-1	7,2,moc_fild05,82,19
moc_fild10,189,23,0	warp	mocf20	3,2,moc_fild11,189,360
moc_fild10,19,207,0	warp	mocf002	2,2,morocc,299,207
moc_fild10,208,298,0	warp	mocf14-1	10,2,moc_fild06,207,21
moc_fild10,384,258,0	warp	mocf19-1	2,3,moc_fild09,33,162
moc_fild11,189,363,0	warp	mocf20-1	3,2,moc_fild10,189,26
moc_fild11,212,29,0	warp	mocf21	4,2,moc_fild17,218,366
moc_fild11,26,161,0	warp	mocf22	2,10,moc_fild12,286,168
moc_fild11,379,197,0	warp	mocf23	2,6,moc_fild15,41,105
moc_fild12,118,30,0	warp	mocf24	4,2,moc_fild18,158,379
moc_fild12,159,381,0	warp	mocf003	2,2,morocc,160,20
moc_fild12,289,168,0	warp	mocf22-1	2,3,moc_fild11,29,161
moc_fild13,146,368,0	warp	mocf05-1	5,2,moc_fild02,71,21
moc_fild13,29,171,0	warp	mocf17-1	2,4,moc_fild08,380,211
moc_fild13,298,370,0	warp	mocf03-1	4,2,moc_fild02,228,32
moc_fild13,308,49,0	warp	mocf06-1	2,4,moc_fild03,20,37
moc_fild14,16,278,0	warp	mocf25	2,6,moc_fild15,364,276
moc_fild14,196,382,0	warp	mocf16-1	4,2,moc_fild08,204,19
moc_fild15,104,16,0	warp	mocf26	9,2,moc_fild16,125,380
moc_fild15,158,363,0	warp	mocf18-1	6,2,moc_fild09,126,23
moc_fild15,348,18,0	warp	mocf27	5,2,moc_fild16,334,379
moc_fild15,367,276,0	warp	mocf25-1	2,4,moc_fild14,19,278
moc_fild15,38,105,0	warp	mocf23-1	2,4,moc_fild11,376,197
moc_fild16,125,383,0	warp	mocf26-1	5,2,moc_fild15,104,19
moc_fild16,16,179,0	warp	mocf28	2,6,moc_fild17,366,272
moc_fild16,334,382,0	warp	mocf27-1	4,2,moc_fild15,348,21
moc_fild17,218,369,0	warp	mocf21-1	5,2,moc_fild11,212,32
moc_fild17,30,300,0	warp	moc29	2,5,moc_fild18,379,305
moc_fild17,369,272,0	warp	mocf28-1	2,3,moc_fild16,19,179
moc_fild18,158,382,0	warp	mocf24-1	4,2,moc_fild12,118,33
moc_fild18,382,305,0	warp	moc29-1	2,4,moc_fild17,33,300
moc_fild19,169,107,0	warp	mocf004	1,4,morocc,27,164
moc_fild19,71,170,0	warp	mocf018	8,2,moc_ruins,71,19
moc_fild19,98,99,0	warp	mocf019	1,1,in_sphinx1,288,9

//= Mt. Mjolnir ==============================================
mjolnir_01,284,18,0	warp	mjol001	4,2,gef_fild04,261,359
mjolnir_01,378,256,0	warp	mjol01	2,2,mjolnir_02,31,258
mjolnir_02,28,258,0	warp	mjol01-1	2,2,mjolnir_01,374,256
mjolnir_02,326,289,0	warp	mjol02	1,1,mjolnir_03,24,258
mjolnir_02,361,18,0	warp	mjol03	4,2,mjolnir_06,366,380
mjolnir_02,79,365,0	warp	mjol013	2,1,mjo_dun01,52,17
mjolnir_03,21,258,0	warp	mjol02-1	2,2,mjolnir_02,323,289
mjolnir_03,212,17,0	warp	mjol04	4,2,mjolnir_07,214,380
mjolnir_03,242,204,0	warp	mjol05	1,1,mjolnir_04,125,208
mjolnir_04,122,208,0	warp	mjol05-1	1,1,mjolnir_03,239,204
mjolnir_04,160,46,0	warp	mjol06	4,2,mjolnir_08,159,370
mjolnir_04,387,174,0	warp	mjol07	2,2,mjolnir_05,19,171
mjolnir_05,16,171,0	warp	mjol07-1	2,2,mjolnir_04,384,174
mjolnir_05,220,382,0	warp	mjol08	4,2,mjolnir_12,220,29
mjolnir_05,235,16,0	warp	mjol09	4,2,mjolnir_10,235,378
mjolnir_06,18,331,0	warp	mjol002	2,4,gef_fild04,359,322
mjolnir_06,265,29,0	warp	mjol003	2,2,gef_fild00,267,379
mjolnir_06,366,383,0	warp	mjol03-1	4,2,mjolnir_02,361,21
mjolnir_06,382,377,0	warp	mjol10	2,4,mjolnir_07,19,377
mjolnir_06,383,74,0	warp	mjol11	2,4,mjolnir_07,20,77
mjolnir_07,156,16,0	warp	mjol004	4,2,prt_fild00,159,380
mjolnir_07,16,377,0	warp	mjol10-1	2,4,mjolnir_06,379,377
mjolnir_07,17,77,0	warp	mjol11-1	2,4,mjolnir_06,380,74
mjolnir_07,214,383,0	warp	mjol04-1	4,2,mjolnir_03,212,20
mjolnir_07,383,233,0	warp	mjol12	2,4,mjolnir_08,33,234
mjolnir_07,383,362,0	warp	mjol13	2,4,mjolnir_08,32,346
mjolnir_08,159,373,0	warp	mjol06a	1,1,mjolnir_04,160,49
mjolnir_08,185,28,0	warp	mjol14	17,2,mjolnir_09,196,364
mjolnir_08,29,346,0	warp	mjol13-1	2,4,mjolnir_07,380,362
mjolnir_08,30,234,0	warp	mjol12-1	2,4,mjolnir_07,380,233
mjolnir_08,369,257,0	warp	mjol15	2,4,mjolnir_10,18,258
mjolnir_09,106,28,0	warp	mjol005	4,2,prt_fild05,105,378
mjolnir_09,194,367,0	warp	mjol14-1	8,2,mjolnir_08,185,31
mjolnir_09,30,249,0	warp	mjol006	2,4,prt_fild00,380,249
mjolnir_09,300,28,0	warp	mjol007	4,2,prt_fild05,292,382
mjolnir_09,373,288,0	warp	mjol011	2,2,prt_fild01,23,292
mjolnir_10,15,258,0	warp	mjol15-1	2,4,mjolnir_08,366,257
mjolnir_10,235,381,0	warp	mjol09-1	4,2,mjolnir_05,235,19
mjolnir_10,265,13,0	warp	mjol008	3,2,prt_fild01,261,370
mjolnir_10,384,220,0	warp	mjol16	2,4,mjolnir_11,23,220
mjolnir_10,66,15,0	warp	mjol009	4,2,prt_fild01,66,370
mjolnir_11,174,20,0	warp	mjol010	4,2,prt_fild02,173,379
mjolnir_11,20,220,0	warp	mjol16-1	2,4,mjolnir_10,381,220
mjolnir_12,199,378,0	warp	mjol012	2,2,aldebaran,138,37
mjolnir_12,220,26,0	warp	mjol08-1	3,2,mjolnir_05,220,379
mjolnir_12,44,17,0	warp	mjol17	1,1,prt_maze01,17,111

//= Payon Field's ============================================
pay_fild01,13,152,0	warp	payf001	2,7,moc_fild03,299,170	
pay_fild01,278,14,0	warp	payf01	13,2,pay_fild02,83,382	
pay_fild01,353,14,0	warp	payf02	20,3,pay_fild02,160,381	
pay_fild01,379,201,0	warp	payf03	2,6,pay_fild07,23,207	
pay_fild02,134,16,0	warp	payf04	5,2,pay_fild05,127,375	
pay_fild02,16,175,0	warp	payf06	2,4,pay_fild11,294,135	
pay_fild02,167,390,0	warp	payf02-1	20,3,pay_fild01,354,18	
pay_fild02,284,108,0	warp	payf07	2,7,pay_fild03,20,110	
pay_fild02,83,386,0	warp	payf01-1	13,2,pay_fild01,278,18	
pay_fild03,15,110,0	warp	payf07-1	2,10,pay_fild02,280,108	
pay_fild03,172,281,0	warp	payf08	5,2,pay_fild07,167,20	
pay_fild03,313,16,0	warp	payf09	4,2,pay_fild06,305,372	
pay_fild03,392,63,0	warp	payf005	2,7,alberta,19,233	
pay_fild04,17,165,0	warp	payf002	2,8,moc_fild01,376,162	
pay_fild04,194,17,0	warp	payf003	7,2,moc_fild02,350,336	
pay_fild05,127,378,0	warp	payf04-1	4,2,pay_fild02,134,19	
pay_fild05,271,284,0	warp	payf10	2,4,pay_fild06,31,288	
pay_fild06,28,288,0	warp	payf10-1	2,2,pay_fild05,268,284	
pay_fild06,305,375,0	warp	payf09-1	6,2,pay_fild03,313,19	
pay_fild07,16,200,0	warp	payf03-1	3,3,pay_fild01,371,205	
pay_fild07,163,17,0	warp	payf08-1	5,2,pay_fild03,177,275	
pay_fild07,280,382,0	warp	payf11	4,2,pay_fild08,160,19	
pay_fild07,382,290,0	warp	payf12	2,5,pay_fild10,19,290
pay_fild08,160,16,0	warp	payf11-1	4,2,pay_fild07,280,379
pay_fild08,17,75,0	warp	payf006	1,1,payon,265,92
pay_fild08,262,91,0	warp	payf13	2,4,pay_fild09,19,91
pay_fild09,112,16,0	warp	pay14	4,2,pay_fild10,112,379
pay_fild09,16,91,0	warp	payf13-1	2,4,pay_fild08,259,91
pay_fild10,112,382,0	warp	pay14-1	3,2,pay_fild09,112,19
pay_fild10,16,290,0	warp	payf12-1	2,5,pay_fild07,379,290
pay_fild10,99,13,0	warp	w1034	1,1,pay_fild10,148,252
pay_fild11,297,135,0	warp	payf06-1	2,4,pay_fild02,19,175
pay_fild11,38,330,0	warp	payf004	4,2,moc_fild03,179,19

//= Prontera Fields ==========================================
prt_fild00,159,383,0	warp	prtf007	4,2,mjolnir_07,156,19
prt_fild00,165,18,0	warp	prtf01	9,3,prt_fild04,158,384
prt_fild00,18,129,0	warp	prtf015	2,6,gef_fild00,376,140
prt_fild00,317,18,0	warp	prtf02	8,2,prt_fild04,323,384
prt_fild00,383,249,0	warp	prtf008	2,4,mjolnir_09,33,248
prt_fild01,136,373,0	warp	prtf030	1,1,prt_maze01,99,31
prt_fild01,199,24,0	warp	prtf001	3,2,prt_gld,159,295
prt_fild01,20,292,0	warp	prtf009	2,3,mjolnir_09,370,288
prt_fild01,261,373,0	warp	prtf010	6,2,mjolnir_10,265,16
prt_fild01,380,243,0	warp	prtf03	2,5,prt_fild02,20,242
prt_fild01,382,304,0	warp	prtf04	2,10,prt_fild02,20,305
prt_fild01,382,351,0	warp	prtf05	2,8,prt_fild02,20,350
prt_fild01,66,373,0	warp	prtf011	2,2,mjolnir_10,66,18
prt_fild02,17,242,0	warp	prtf03-1	2,5,prt_fild01,377,243
prt_fild02,17,305,0	warp	prtf04-1	2,5,prt_fild01,379,302
prt_fild02,17,350,0	warp	prtf05-1	2,7,prt_fild01,379,351
prt_fild02,173,382,0	warp	prtf012	4,2,mjolnir_11,174,23
prt_fild02,305,17,0	warp	prtf06	10,2,prt_fild06,277,315
prt_fild02,380,347,0	warp	prtf07	2,10,prt_fild03,23,249
prt_fild03,16,249,0	warp	prtf07-1	2,10,prt_fild02,373,353
prt_fild03,371,256,0	warp	prtf006	2,2,prt_monk,25,248
prt_fild04,160,387,0	warp	prtf01-1	10,2,prt_fild00,164,24
prt_fild04,17,114,0	warp	prtf016	2,10,gef_fild01,375,111
prt_fild04,323,387,0	warp	prtf02-1	7,2,prt_fild00,315,21
prt_fild04,378,72,0	warp	prtf08	2,6,prt_fild05,17,59
prt_fild04,384,155,0	warp	prtf09	2,7,prt_fild05,20,134
prt_fild04,384,334,0	warp	prtf10	2,6,prt_fild05,20,333
prt_fild05,105,381,0	warp	prtf013	5,2,mjolnir_09,106,34
prt_fild05,13,63,0	warp	prtf08-1	2,15,prt_fild04,374,73
prt_fild05,134,14,0	warp	prtf11	14,3,prt_fild07,129,374
prt_fild05,14,141,0	warp	prtf09-1	2,18,prt_fild04,380,158
prt_fild05,15,333,0	warp	prtf10-1	2,8,prt_fild04,380,332
prt_fild05,255,14,0	warp	prtf12	12,2,prt_fild07,248,369
prt_fild05,292,385,0	warp	prtf014	4,2,mjolnir_09,305,33
prt_fild05,373,205,0	warp	prtf002	3,3,prontera,26,203
prt_fild06,23,193,0	warp	prtf003	2,3,prontera,285,203
prt_fild06,277,320,0	warp	prtf06-1	10,2,prt_fild02,305,22
prt_fild07,13,64,0	warp	prtf017	3,8,gef_fild02,376,69
prt_fild07,132,381,0	warp	prtf11-1	9,3,prt_fild05,142,18
prt_fild07,14,289,0	warp	prtf018	3,10,gef_fild02,375,292
prt_fild07,17,145,0	warp	prtf019	3,12,gef_fild02,376,156
prt_fild07,206,12,0	warp	prtf13	4,2,prt_fild09,224,377
prt_fild07,248,376,0	warp	prtf12-1	8,2,prt_fild05,257,18
prt_fild07,383,239,0	warp	prtf14	3,20,prt_fild08,20,239
prt_fild07,385,186,0	warp	prtf15	3,20,prt_fild08,20,186
prt_fild07,84,13,0	warp	prtf16	4,2,prt_fild09,87,377
prt_fild08,16,187,0	warp	prtf15-1	3,17,prt_fild07,380,186
prt_fild08,16,239,0	warp	prtf14-1	3,15,prt_fild07,379,239
prt_fild08,170,378,0	warp	prtf004	3,2,prontera,156,26
prt_fild08,233,16,0	warp	prtf023	12,1,moc_fild01,238,378
prt_fild08,371,212,0	warp	prtf005	3,3,izlude,35,78
prt_fild08,55,21,0	warp	prtf024	4,2,moc_fild01,56,380
prt_fild09,14,124,0	warp	prtf17	2,6,prt_fild10,336,126
prt_fild09,14,139,0	warp	prtf17-1	2,8,prt_fild10,336,126
prt_fild09,224,380,0	warp	prtf13-1	4,2,prt_fild07,206,15
prt_fild09,246,16,0	warp	prtf025	7,2,moc_fild04,92,378
prt_fild09,383,223,0	warp	prtf026	2,15,moc_fild01,25,242
prt_fild09,383,251,0	warp	prtf027	2,15,moc_fild01,25,242
prt_fild09,87,380,0	warp	prtf16-1	5,2,prt_fild07,84,16
prt_fild09,95,16,0	warp	prtf028	7,2,moc_fild05,325,379
prt_fild10,20,122,0	warp	prtf19	2,4,prt_fild11,359,111
prt_fild10,20,196,0	warp	prtf20	2,4,prt_fild11,358,184
prt_fild10,227,299,0	warp	prtf020	5,2,gef_fild02,266,21
prt_fild10,263,20,0	warp	prtf029	6,2,moc_fild05,144,372
prt_fild10,339,126,0	warp	prtf17-2	2,8,prt_fild09,17,133
prt_fild11,17,281,0	warp	prtf021	2,4,gef_fild11,374,293
prt_fild11,302,301,0	warp	prtf022	5,2,gef_fild03,312,19
prt_fild11,361,184,0	warp	prtf20-1	2,5,prt_fild10,23,196
prt_fild11,362,111,0	warp	prtf19-1	2,6,prt_fild10,23,122

//= St. Capitolina Abbey =====================================
monk_in,128,46,0	warp	monk03	1,3,monk_in,161,38
monk_in,128,84,0	warp	monk04	1,3,monk_in,161,90
monk_in,159,38,0	warp	monk03-1	1,3,monk_in,126,46
monk_in,159,90,0	warp	monk04-1	1,3,monk_in,126,84
monk_in,40,38,0	warp	monk05	1,3,monk_in,71,46
monk_in,40,92,0	warp	monk06	1,3,monk_in,71,84
monk_in,69,46,0	warp	monk05-1	1,3,monk_in,38,38
monk_in,69,84,0	warp	monk06-1	1,3,monk_in,38,92
monk_in,98,186,0	warp	monk02-1	3,2,prt_monk,245,139
monk_in,98,27,0	warp	monk01-1	5,2,prt_monk,245,104
monk_in,99,102,0	warp	monk07	5,1,monk_in,99,143
monk_in,99,141,0	warp	monk07-1	3,1,monk_in,99,100
prt_monk,22,248,0	warp	monk001	2,2,prt_fild03,368,256
prt_monk,245,106,0	warp	monk01	1,1,monk_in,98,30
prt_monk,245,137,0	warp	monk02	1,1,monk_in,98,183

ra_fild01,233,333,0	warp	ra000	1,1,ice_dun01,157,15
ra_fild01,306,38,0	warp	ra001	1,1,ra_fild04,322,371
ra_fild04,322,378,0	warp	ra002	1,1,ra_fild01,306,43
ra_fild04,362,351,0	warp	ra003	1,1,ra_fild05,39,353
ra_fild05,33,353,0	warp	ra004	1,1,ra_fild04,356,351
ra_fild05,27,13,0	warp	ra005	1,1,ra_fild09,30,337
ra_fild09,29,343,0	warp	ra006	1,1,ra_fild05,31,17
ra_fild04,263,54,0	warp	ra007	1,1,ra_fild08,287,365
ra_fild08,287,370,0	warp	ra008	1,1,ra_fild04,263,60
ra_fild09,27,238,0	warp	ra009	1,1,ra_fild08,360,234
ra_fild08,368,234,0	warp	ra010	1,1,ra_fild09,35,238
ra_fild04,23,176,0	warp	ra011	1,1,ra_fild03,370,172
ra_fild03,374,168,0	warp	ra012	1,1,ra_fild04,29,176
ra_fild05,348,274,0	warp	ra013	1,1,ra_fild06,24,277
ra_fild06,19,277,0	warp	ra014	1,1,ra_fild05,341,273
ra_fild06,294,21,0	warp	ra015	1,1,lhz_fild01,296,376
lhz_fild01,296,382,0	warp	ra016	1,1,ra_fild06,298,25
ra_fild12,36,225,0	warp	ra017	1,1,rachel,270,125
ra_fild08,165,29,0	warp	ra018	1,1,ra_fild12,149,369
ra_fild12,149,374,0	warp	ra019	1,1,ra_fild08,165,36
ra_fild12,303,27,0	warp	ra020	1,1,ra_fild13,295,341
ra_fild13,295,346,0	warp	ra021	1,1,ra_fild12,303,33
ra_fild11,360,226,0	warp	ra022	1,1,rachel,30,125
ra_fild11,21,290,0	warp	ra023	1,1,ra_fild10,379,283
ra_fild10,384,287,0	warp	ra024	1,1,ra_fild11,28,290
ra_fild11,202,335,0	warp	ra025a	1,1,ra_fild07,215,32
ra_fild07,215,27,0	warp	ra025b	1,1,ra_fild11,201,329
ra_fild07,168,353,0	warp	ra026	1,1,ra_fild02,171,45
ra_fild02,168,36,0	warp	ra027	1,1,ra_fild07,168,349
ra_fild02,373,275,0	warp	ra028	1,1,ra_fild03,28,294
ra_fild03,23,294,0	warp	ra029	1,1,ra_fild02,367,270

cmd_fild01,77,366,0	warp	um_fild1-1	1,1,um_fild03,114,53
cmd_fild01,178,370,0	warp	um_fild1-2	1,1,um_fild03,243,29
um_fild01,31,274,0	warp	um_fild1-3	1,1,beach_dun2,254,244
beach_dun2,258,244,0	warp	um_fild1-4	1,1,um_fild01,35,276
um_fild01,369,277,0	warp	um_fild1-5	1,1,um_fild02,25,272
um_fild02,22,272,0	warp	um_fild2-1	1,1,um_fild01,366,277
um_fild02,188,374,0	warp	um_fild2-2	1,1,um_fild04,182,16
um_fild02,373,329,0	warp	um_fild2-3	1,1,um_fild03,23,334
um_fild02,373,148,0	warp	um_fild2-4	1,1,um_fild03,36,145
um_fild03,19,334,0	warp	um_fild3-1	1,1,um_fild02,370,329
um_fild03,32,145,0	warp	um_fild3-2	1,1,um_fild02,370,148
um_fild03,114,50,0	warp	um_fild3-3	1,1,cmd_fild01,74,363
um_fild03,243,26,0	warp	um_fild3-4	1,1,cmd_fild01,176,367
um_fild04,182,13,0	warp	um_fild4-1	1,1,um_fild02,190,371
um_fild04,215,339,0	warp	um_fild4-2	1,1,umbala,130,82
umbala,130,79,0	warp	um_fild4-3	1,1,um_fild04,215,336

ve_fild01,366,267,0	warp	ve_fild1-1	1,1,ve_fild02,36,263
ve_fild01,184,20,0	warp	ve_fild1-2	1,1,ve_fild04,174,334
ra_fild11,233,27,0	warp	ve_fild1-3	1,1,ve_fild01,243,363
ve_fild01,243,368,0	warp	ve_fild1-4	1,1,ra_fild11,232,32
ve_fild01,350,92,0	warp	ve_fild1-5	1,1,ve_fild02,78,133
ra_fild13,29,308,0	warp	ve_fild2-1	1,1,ve_fild02,380,308
ve_fild02,385,308,0	warp	ve_fild2-2	1,1,ra_fild13,34,308
ve_fild02,195,382,0	warp	ve_fild2-3	1,1,rachel,130,25
ve_fild02,31,263,0	warp	ve_fild2-4	1,1,ve_fild01,361,267
ve_fild02,73,133,0	warp	ve_fild2-5	1,1,ve_fild01,345,92
ve_fild03,355,223,0	warp	ve_fild3-1	1,1,ve_fild04,49,249
ve_fild03,222,43,0	warp	ve_fild3-2	1,1,ve_fild05,200,325
ve_fild04,174,339,0	warp	ve_fild4-1	1,1,ve_fild01,184,25
ve_fild04,44,249,0	warp	ve_fild4-2	1,1,ve_fild03,350,220
ve_fild04,115,50,0	warp	ve_fild4-3	1,1,ve_fild06,80,183
ve_fild05,200,330,0	warp	ve_fild5-1	1,1,ve_fild03,222,48
ve_fild05,359,192,0	warp	ve_fild5-2	1,1,ve_fild06,80,183
ve_fild06,153,220,0	warp	ve_fild6-1	1,1,veins,218,355
ve_fild07,147,371,0	warp	ve_fild7-1	1,1,veins,146,28

//= Yuno Field ===============================================
//yuno_fild01,286,368,0	warp	yunfild01	1,1,yuno_fild02,294,26
//yuno_fild02,294,24,0	warp	yunfild01-1	1,1,yuno_fild01,286,366
//yuno_fild01,70,378,0	warp	yunfild02	1,1,yuno_fild02,70,25
//yuno_fild02,70,23,0	warp	yunfild02-1	1,1,yuno_fild01,70,376

yuno_fild02,18,337,0	warp	yunfild03	1,1,yuno_fild03,381,331
yuno_fild03,383,331,0	warp	yunfild03-1	1,1,yuno_fild02,20,337
yuno_fild03,19,79,0	warp	yunfild04	1,1,yuno_fild04,373,84
yuno_fild04,375,84,0	warp	yunfild04-1	1,1,yuno_fild03,21,79
yuno_fild03,20,155,0	warp	yunfild05	1,1,yuno_fild04,373,150
yuno_fild04,375,150,0	warp	yunfild05-1	1,1,yuno_fild03,22,155
yuno_fild04,231,288,0	warp	yunfild-yun	1,1,yuno,158,17
yuno_fild03,32,139,0	warp	yunfild-mag01	1,1,mag_dun01,126,68

//= New Yuno Fields ==========================================
yuno_fild01,26,246,0	warp	newjun01	1,1,yuno_fild12,373,239
yuno_fild12,375,239,0	warp	newjun01a	1,1,yuno_fild01,28,246
yuno_fild12,23,338,0	warp	newjun02	1,1,yuno_fild11,366,361
yuno_fild11,368,361,0	warp	newjun02a	1,1,yuno_fild12,25,338
yuno_fild12,24,225,0	warp	newjun03	1,1,yuno_fild11,363,218
yuno_fild11,365,218,0	warp	newjun03a	1,1,yuno_fild12,24,227
yuno_fild07,92,12,0	warp	newjun04	1,1,yuno_fild11,92,369
yuno_fild11,92,371,0	warp	newjun04a	1,1,yuno_fild07,92,14
yuno_fild12,193,371,0	warp	newjun05	1,1,yuno_fild08,143,21
yuno_fild08,145,21,0	warp	newjun05a	1,1,yuno_fild12,195,371
yuno_fild01,70,378,0	warp	newjun06	1,1,yuno_fild09,70,19
yuno_fild09,70,17,0	warp	newjun06a	1,1,yuno_fild01,70,376
yuno_fild01,286,368,0	warp	newjun07	1,1,yuno_fild09,280,30
yuno_fild09,280,28,0	warp	newjun07a	1,1,yuno_fild01,286,366
yuno_fild09,19,194,0	warp	newjun08	1,1,yuno_fild08,374,193
yuno_fild08,376,193,0	warp	newjun08a	1,1,yuno_fild09,21,194
yuno_fild08,20,278,0	warp	newjun09	1,1,yuno_fild07,352,291
yuno_fild07,354,291,0	warp	newjun09a	1,1,yuno_fild08,22,278
yuno_fild08,31,58,0	warp	newjun10	1,1,yuno_fild07,358,72
yuno_fild07,360,72,0	warp	newjun10a	1,1,yuno_fild08,33,58

//= (By speculation only) ====================================
yuno_fild07,179,354,0	warp	newjun11	1,1,yuno_fild03,179,17
yuno_fild03,179,15,0	warp	newjun11a	1,1,yuno_fild07,179,352
yuno_fild08,74,376,0	warp	newjun12	1,1,yuno_fild02,70,25
yuno_fild02,70,23,0	warp	newjun12a	1,1,yuno_fild08,74,374
yuno_fild08,286,386,0	warp	newjun13	1,1,yuno_fild02,294,26
yuno_fild02,294,24,0	warp	newjun13a	1,1,yuno_fild08,286,384
yuno_fild04,42,369,0	warp	newjun14	1,1,yuno_fild05,59,30
yuno_fild05,59,28,0	warp	newjun14a	1,1,yuno_fild04,42,367


//= Al de Baran <-> Yuno Connection ==========================
aldebaran,140,244,0	warp	alde-yunfild	1,1,yuno_fild01,208,19
yuno_fild01,208,17,0	warp	yunfild-alde	1,1,aldebaran,140,242

//= Hugel Field
//= Version 1
yuno_fild05,372,325,0	warp	hu001	1,1,yuno_fild06,42,319
yuno_fild06,40,319,0	warp	hu001a	1,1,yuno_fild05,370,325
yuno_fild06,217,27,0	warp	hu002	1,1,yuno_fild03,214,381
yuno_fild03,214,383,0	warp	hu002a	1,1,yuno_fild06,217,29
yuno_fild06,369,136,0	warp	hu003	1,1,hu_fild04,28,126
hu_fild04,26,126,0	warp	hu003a	1,1,yuno_fild06,367,136
hu_fild04,121,26,0	warp	hu004	1,1,yuno_fild02,118,374
yuno_fild02,118,376,0	warp	hu004a	1,1,hu_fild04,121,28
yuno_fild06,149,369,0	warp	hu005	1,1,hu_fild01,139,37
hu_fild01,139,35,0	warp	hu005a	1,1,yuno_fild06,151,369
hu_fild04,381,187,0	warp	hu006	1,1,hu_fild05,34,202
hu_fild05,32,202,0	warp	hu006a	1,1,hu_fild04,379,187
hu_fild05,91,42,0	warp	hu007	1,1,hu_fild07,80,369
hu_fild07,80,371,0	warp	hu007a	1,1,hu_fild05,91,44
hu_fild07,35,351,0	warp	hu008	1,1,yuno_fild02,384,338
yuno_fild02,384,340,0	warp	hu008a	1,1,hu_fild07,37,351
hu_fild07,56,36,0	warp	hu009	1,1,yuno_fild09,47,375
yuno_fild09,47,377,0	warp	hu009a	1,1,hu_fild07,56,38
hu_fild07,226,36,0	warp	hu010	1,1,yuno_fild09,220,372
yuno_fild09,220,374,0	warp	hu010a	1,1,hu_fild07,226,38

//==========================================================================
//Einbroch - Airport
//==========================================================================
einbroch,92,280,0	warp	ein_ap01	1,1,airplane,224,64
einbroch,64,234,0	warp	ein_ap02	1,1,airport,138,51
airport,142,61,0	warp	ein_ap02a	1,1,einbroch,62,246
airport,124,13,0	warp	ein_ap03	1,1,airport,19,21
airport,19,18,0	warp	ein_ap03a	1,1,airport,122,16
airport,161,13,0	warp	ein_ap04	1,1,airport,47,21
airport,47,18,0	warp	ein_ap04a	1,1,airport,163,16
airport,143,14,0	warp	ein_ap05	1,1,einbroch,64,204
einbroch,64,207,0	warp	ein_ap05a	1,1,airport,143,17


// -Lighthalzen Airport-
lhz_airport,125,14,0	warp	lairp1	1,1,lhz_airport,19,20
lhz_airport,19,18,0	warp	lairp1a	1,1,lhz_airport,123,14
lhz_airport,160,14,0	warp	lairp2	1,1,lhz_airport,48,20
lhz_airport,48,18,0	warp	lairp2a	1,1,lhz_airport,162,14
